model,n_params,val_acc,val_loss,perplex,cdnv,norms_mean,norms_var,etf_error,interfere_mean,interfere_var,log_kern_mean,log_kern_var,dual_error,simdot_mean,simdot_var,simcos_mean,simcos_var,dists_mean,dists_var,hits,misses,norms_log_mean,norms_log_var
01x0064_01L@0,3397440,0.2653474864776747,3.890064477920532,48.914040297659625,0.217026799917221,7.673639756024962,3.6960838611008655,1.402278388312318,-0.0021408286990636,474.10294267327487,-0.2859084010124206,0.092819906771183,1.4119267463684082,0.6795485947309918,2.882971471805309,0.1323722749948501,0.093682199716568,1.286386854150193,0.0804667833058769,160740,4553451,2.0038733330729226,0.07111078367084783
01x0064_01d@0,3397440,0.2655125183460073,3.884904623031616,48.662300975406986,0.2113296538591385,7.665007096999784,3.6913752382539604,1.40225038273538,-0.0021361378886514,469.8287037764285,-0.2862807214260101,0.0920896530151367,1.411899447441101,0.6881494767378347,2.90653647471676,0.1324342936277389,0.0925919264554977,1.2867477682010586,0.0794140512506817,161406,4552785,2.0027262620765054,0.07114310996653765
01x0064_03d@2,3397440,0.2815142458775442,3.607738971710205,36.88256594230357,0.0547153949737548,10.57811521240423,7.426546125850475,1.4004285382598078,-0.0040819243817079,1293.5981822723113,-0.3013219237327575,0.0647775754332542,1.410536289215088,1.64368866754352,8.326295985934886,0.1985128372907638,0.0936975553631782,1.2341605184392077,0.079824668856255,173819,4540372,2.323386009362156,0.07368741150273835
01x0064_10L@5,3397440,0.3614163976767416,3.0872039794921875,21.91571544047125,0.0071661467663943,16.94974781197989,21.62209703414341,1.397339445111489,-0.0105677103269357,5797.584947044247,-0.3190808892250061,0.0336624681949615,1.4083750247955322,3.3792840973252867,16.631495997880474,0.2869680821895599,0.0909895375370979,1.1608302404374835,0.0785394546552571,372259,4341932,2.7913440754205974,0.07974303933831463
01x0064_10L@9,3397440,0.3757060786667461,2.9908041954040527,19.901680898091172,0.0053173089399933,18.808291539707067,26.50568164282508,1.3970401007670978,-0.0130082308970069,8482.608342819665,-0.3205620944499969,0.0313844457268714,1.4078658819198608,3.878033149099113,18.629582095133163,0.3054858744144439,0.0886078849434852,1.1456066546026042,0.0766160352752288,433012,4281179,2.895694864850169,0.07899797307423562
01x0064_10d@5,3397440,0.3604618431683912,3.0921480655670166,22.02433691971012,0.0089641129598021,15.183740905099706,17.845552256713223,1.3976384126050314,-0.0084972266581404,3884.039261887336,-0.3182395696640014,0.0344921126961708,1.4083317518234253,3.5372190164816333,18.15416850967324,0.2700589895248413,0.0827343985438346,1.179250690637223,0.0692519957995397,342751,4371440,2.680259151057433,0.08184245286783327
01x0064_10d@9,3397440,0.3739520317268464,3.0040102005004883,20.16624567438565,0.0071682319976389,16.242680157878613,20.6220945809247,1.397424506431749,-0.0097306392943756,4965.138264999301,-0.3195450901985168,0.0323318354785442,1.4078770875930786,4.056193321097944,20.57516233452418,0.2836463451385498,0.079707071185112,1.168862103419312,0.0664707638109031,395938,4318253,2.7474532569629955,0.08214168891871208
02x0064_01L@0,3447232,0.2767533522363409,3.8286147117614746,45.99877251890703,0.121985450387001,7.579997749952329,3.5140398830960273,1.4020163545952995,-0.0020857377382456,430.9628544622926,-0.2890852689743042,0.0858362391591072,1.411581039428711,0.664691122262084,2.3257222291947874,0.13857401907444,0.087707795202732,1.2826128349675656,0.0777586585867404,177614,4536577,1.9924331065860312,0.0693728930088026
02x0064_01d@0,3447232,0.2771008100773804,3.822869539260864,45.73525932516146,0.1185426786541938,7.573474806228727,3.521703770907197,1.4019688478553411,-0.0020826184982668,426.36025481014207,-0.2896312177181244,0.0848029926419258,1.4115656614303589,0.6752953967826711,2.3790911692380146,0.1385486423969268,0.0871243476867675,1.2829074352762482,0.0770536083066169,176443,4537748,1.9914648577739074,0.06957314666595174
02x0064_03d@2,3447232,0.3416647557899564,3.317112684249878,27.580601578341398,0.0224835164844989,9.910149386647772,6.66796664948765,1.3989602798997496,-0.0035878078618609,816.9991323438796,-0.3122209310531616,0.0445104502141475,1.4102572202682495,1.4624053489197404,6.25878412928341,0.1998843252658844,0.0942450612783432,1.2310299821188089,0.0847992159392832,348799,4365392,2.258047931050109,0.0732606765626928
02x0064_10L@5,3447232,0.4087247554802565,2.833043336868286,16.997110123462043,0.0041565680876374,16.817524747516252,19.522455670050494,1.3960512787753685,-0.0103431488259733,4797.833299927662,-0.3241840302944183,0.0269988123327493,1.407589077949524,3.253191037059973,13.951681908639088,0.2926353514194488,0.09375,1.1531347643212764,0.0850121573389808,486630,4227561,2.787277988493733,0.07153654392215957
02x0064_10L@9,3447232,0.420349532406171,2.7511823177337646,15.661137382801494,0.0030604731291532,18.722739856198324,24.100079194903067,1.3957833003074076,-0.0128161002498733,7154.866647188393,-0.3250643908977508,0.0257103312760591,1.407109618186951,3.718102495418184,15.860395406801574,0.3085159063339233,0.0911408737301826,1.140512123660592,0.0822029344389981,521438,4192753,2.8948218357885724,0.07098503366075311
02x0064_10d@5,3447232,0.4084303284452364,2.8304476737976074,16.953048561629362,0.0053131803870201,15.16328658127989,16.42858611932124,1.39648794674362,-0.0084275206649444,3343.1596593386,-0.3234597146511078,0.0275001432746648,1.4076285362243652,3.43191931531785,15.518509307847369,0.2770713865756988,0.0860727801918983,1.170779032230962,0.0751360830326239,471788,4242403,2.682462957536084,0.07416459759859381
02x0064_10d@9,3447232,0.419782739151435,2.7537848949432373,15.701949787709244,0.0041714697144925,16.301654104854723,19.176642723298905,1.3964422464877482,-0.0097468497976409,4448.986012718547,-0.3238177299499511,0.026773938909173,1.4071853160858154,3.917199691006796,17.805447208938357,0.2875529527664184,0.0822599977254867,1.1636276734844977,0.070866941485812,496084,4218107,2.754517164356648,0.07481980228442715
